age,income,credit_score,employment_years,gender,loan_approved
30,71288.90044484196,711.1539951452171,10.384274498875556,1,1
58,65828.28276996563,647.871806342865,40.90282453909509,0,0
52,55006.68241281318,714.8806820026371,29.26715734640529,1,1
48,35542.47067172686,804.2960278506948,26.974913666627817,1,0
37,65228.42137497608,596.0731942898714,15.914344046392953,0,1
51,51381.53400553973,563.8903229369339,30.356037252203073,1,1
28,63233.18265728434,663.4792164172839,8.321558819142748,1,1
45,83288.01907942668,730.1331728016607,21.243092636835666,0,0
29,53777.55125935428,584.167779714997,9.941998056540436,0,0
22,41246.72962422157,652.4237317131473,0.0,1,0
35,49964.03507620418,745.9030562819693,9.992730012479955,1,0
23,43158.31959638518,535.698551305674,8.406878303519692,1,0
56,61502.34576172784,666.4722573007369,33.46963778156337,1,0
24,42908.986618752926,612.192783448085,5.188558052958607,1,1
34,47907.228664755356,658.6909613679912,18.09487117728087,1,0
45,35733.54438388601,699.6849003408581,17.056631763664573,1,0
30,53018.694917212844,665.4565955521664,12.378738540467129,1,1
41,57651.32189953075,579.2844318521702,21.946830818777812,1,1
56,14728.179293237612,614.9127703236564,39.92119184279912,1,1
32,58893.60342220331,749.8615086227127,7.455430515006118,1,0
47,54314.49653354831,673.0253025746869,30.353763970863838,1,1
22,43525.12076865809,708.8223389309394,0.0,1,1
33,85429.4338640481,667.5206717128129,15.164333442829971,1,1
52,64377.14791407132,706.6381247769344,30.89193689273668,0,1
51,38553.96270772898,622.2697737043875,32.312306419305415,1,1
36,67573.5531935671,596.2741847262795,15.146607549915458,1,1
52,73667.47114031587,703.4588401093633,25.481795247439813,1,1
52,56980.313839263355,728.9161807311889,21.63836793116861,1,1
54,60421.63055420988,586.000308244235,33.62974660195047,1,1
31,60075.20000382386,609.683863200339,9.208794887105956,1,1
30,23712.76211615067,638.5741500238365,10.194662854260882,1,0
35,52196.95604724401,763.3877223487854,13.243539602469276,1,0
37,51416.30737023957,689.4194818617782,22.05423214815346,1,1
38,71452.33454839817,557.3139219093879,17.691611383484915,0,1
29,60005.9179534281,643.491204588735,6.659156817252004,1,0
45,50535.835568249575,632.7884870974696,25.0120891990406,1,1
34,53648.12888513483,567.8711310797249,11.713975609356083,1,1
45,65350.78372441101,642.6645658173691,24.27879070234196,0,0
42,52231.230051320264,629.6973792275539,17.347559438292496,1,1
50,44527.06700362587,624.6857233467989,28.974244394421184,1,0
40,45864.467106187,621.4833042832732,17.566442811894476,0,0
41,64110.442157340236,752.9975483844162,16.63179012389396,0,0
52,57442.47358396905,624.540781872964,36.92720760421793,0,1
41,55664.01960023671,653.4769739410185,16.748793890179503,1,0
55,57873.08949167245,645.886470140629,34.020892670325814,1,1
52,46603.862896067774,614.6488204742865,28.591575895153728,1,1
50,52090.7589933602,655.5653312657388,29.891118412639624,1,1
59,45050.43517338224,654.5745417268434,34.17684459659325,1,1
32,50578.310735503845,655.5829568829452,13.521070471806652,1,1
38,70192.67395439938,589.8536800532505,23.108468559076524,0,0
41,38831.92282934215,635.5712844923152,17.48138228869799,1,1
33,44669.23500365627,703.22253127449,15.650906588043963,1,1
41,36185.51705596372,637.4128358033972,18.85436196681293,1,1
28,32936.368642186026,661.324733882088,11.517373363228257,1,0
27,52198.421287070625,661.6925900508448,12.565496958287973,1,0
43,45735.862272988204,679.2176591513742,21.298884964874624,1,0
52,81425.33396188289,689.1055640509668,26.439201757316045,1,1
31,50757.301807333104,637.8094573175546,12.84425316230827,1,1
42,74340.95295145037,586.2065287835533,21.67325162383235,1,1
42,69520.09712410951,564.6899269927587,22.505373503332923,1,1
45,46865.68767163979,721.2380488915451,22.980464874466904,0,0
42,86652.03373128435,703.9175313579747,18.346521544017904,1,0
48,59028.00979697213,695.4555279036268,30.48104454290092,1,1
49,72695.13899005983,706.7842469503871,28.959369983668097,0,1
